date_of_record,month,season,station_name,state,district,avg_temp,min_temp,max_temp,wind_speed,air_pressure,elevation,latitude,longitude,rainfall
09/04/2016,April,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,22.6,15.4,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,48.0
14/04/2016,April,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,21.0,16.6,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,0.0
19/04/2016,April,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,21.1,17.6,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,23.9
24/04/2016,April,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,23.8,17.0,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,22.1
29/04/2016,April,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,25.6,17.4,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,23.9
04/05/2016,May,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,27.5,18.1,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,0.8
09/05/2016,May,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,29.6,20.4,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,1.0
14/05/2016,May,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,25.7,20.4,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,4.1
19/05/2016,May,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,27.3,17.4,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,3.0
25/05/2016,May,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,26.6,21.3,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,31.0
30/05/2016,May,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,29.4,22.6,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,0.0
07/06/2016,June,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,31.0,24.0,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,0.3
12/06/2016,June,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,27.4,22.9,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,11.9
17/06/2016,June,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,28.8,25.5,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,52.3
22/06/2016,June,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,25.9,21.6,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,10.9
27/06/2016,June,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,30.8,23.3,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,1.0
02/07/2016,July,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,26.7,23.0,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,2.0
07/07/2016,July,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,29.8,20.64734214,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,0.0
13/07/2016,July,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,28.9,23.6,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,15.0
18/07/2016,July,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,27.8,23.4,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.1
23/07/2016,July,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,26.1,21.3,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,41.9
28/07/2016,July,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,27.9,22.8,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,0.8
13/08/2016,August,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,29.6,23.6,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,62.0
31/08/2016,August,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,28.5,24.3,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,3.0
05/09/2016,September,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,27.6,23.9,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,18.0
10/09/2016,September,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,26.2,22.5,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,2.0
15/09/2016,September,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,29.9,24.9,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
21/09/2016,September,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,27.4,23.9,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,3.0
26/09/2016,September,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,27.5,23.9,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,4.1
08/10/2016,October,Post-monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,26.1,22.9,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,22.1
13/10/2016,October,Post-monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,26.1,20.3,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,7.1
18/10/2016,October,Post-monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,29.8,19.7,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
23/10/2016,October,Post-monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,29.3,18.6,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
28/10/2016,October,Post-monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,29.6,20.3,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,0.0
02/11/2016,November,Post-monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,28.2,16.1,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
07/11/2016,November,Post-monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,22.7,18.0,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,1.0
12/11/2016,November,Post-monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,28.4,16.1,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
17/11/2016,November,Post-monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,25.6,15.6,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
22/11/2016,November,Post-monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,22.3,9.9,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
27/11/2016,November,Post-monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,22.9,11.5,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
02/12/2016,December,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,24.3,15.0,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
07/12/2016,December,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,22.3,9.5,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
13/12/2016,December,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,20.3,8.0,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
18/12/2016,December,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,19.2,10.3,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
23/12/2016,December,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,22.8,11.4,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
28/12/2016,December,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,18.6,9.5,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,0.0
02/01/2017,January,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,22.0,9.4,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
07/01/2017,January,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,20.4,8.0,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
12/01/2017,January,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,18.5,7.5,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,0.0
17/01/2017,January,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,18.2,5.9,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
22/01/2017,January,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,20.9,7.1,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
28/01/2017,January,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,18.3,10.3,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
02/02/2017,February,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,21.1,9.5,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
07/02/2017,February,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,21.4,13.5,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
13/02/2017,February,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,23.2,10.4,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
18/02/2017,February,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,24.7,12.8,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
25/02/2017,February,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,22.9,15.4,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,0.0
03/03/2017,March,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,19.1,15.4,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,19.1
08/03/2017,March,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,22.1,13.8,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
13/03/2017,March,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,22.5,14.4,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.1
19/03/2017,March,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,19.7,14.5,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,6.1
24/03/2017,March,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,26.9,17.6,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
29/03/2017,March,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,22.0,18.1,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
05/04/2017,April,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,25.6,17.4,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,0.0
10/04/2017,April,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,24.4,19.0,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,7.1
15/04/2017,April,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,24.2,20.64734214,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,0.0
20/04/2017,April,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,22.9,21.0,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,4.1
25/04/2017,April,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,21.9,20.64734214,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,2.0
30/04/2017,April,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,24.2,19.2,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,4.1
05/05/2017,May,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,20.8,20.64734214,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,57.9
10/05/2017,May,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,28.0,22.1,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
17/05/2017,May,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,29.7,23.7,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,0.0
22/05/2017,May,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,25.7,22.7,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,16.0
27/05/2017,May,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,27.9,24.0,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,0.0
01/06/2017,June,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,26.4,22.4,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,7.1
06/06/2017,June,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,30.9,24.6,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,3.0
13/06/2017,June,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,28.3,25.0,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,4.1
18/06/2017,June,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,26.4,23.2,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,41.9
23/06/2017,June,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,29.4,26.2,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,0.8
28/06/2017,June,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,31.0,25.1,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,0.3
03/07/2017,July,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,26.8,23.9,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,29.0
08/07/2017,July,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,28.1,25.5,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,7.1
14/07/2017,July,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,30.7,25.6,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
24/07/2017,July,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,29.0,24.2,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,4.1
31/07/2017,July,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,31.1,26.5,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,0.0
07/08/2017,August,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,28.1,25.7,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,1.0
12/08/2017,August,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,25.4,22.7,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,7.9
18/08/2017,August,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,26.8,20.64734214,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,0.5
26/08/2017,August,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,29.7,26.2,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,0.0
01/09/2017,September,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,28.3,23.8,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,6.1
06/09/2017,September,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,27.9,22.3,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,10.9
11/09/2017,September,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,26.6,23.7,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,0.0
21/09/2017,September,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,28.3,24.0,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,0.5
27/09/2017,September,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,30.8,25.0,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
02/10/2017,October,Post-monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,26.6,21.8,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,65.0
10/10/2017,October,Post-monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,30.3,21.7,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
16/10/2017,October,Post-monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,28.4,20.8,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,3.0
21/10/2017,October,Post-monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,23.7,22.4,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,7.1
26/10/2017,October,Post-monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,25.7,18.4,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
31/10/2017,October,Post-monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,23.6,18.8,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.1
05/11/2017,November,Post-monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,25.7,17.4,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
10/11/2017,November,Post-monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,24.8,20.64734214,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
15/11/2017,November,Post-monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,23.2,14.6,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
20/11/2017,November,Post-monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,24.9,19.3,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
25/11/2017,November,Post-monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,22.9,14.5,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
01/12/2017,December,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,20.9,12.5,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
06/12/2017,December,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,20.9,11.4,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
11/12/2017,December,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,22.1,13.3,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
16/12/2017,December,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,20.8,14.0,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
21/12/2017,December,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,20.4,12.0,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
26/12/2017,December,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,19.6,11.0,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
31/12/2017,December,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,19.9,10.0,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
05/01/2018,January,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,19.2,10.1,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
11/01/2018,January,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,17.2,8.6,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
16/01/2018,January,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,19.9,11.5,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
21/01/2018,January,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,20.5,12.5,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
27/01/2018,January,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,16.2,13.0,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,3.0
01/02/2018,February,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,19.7,12.8,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
06/02/2018,February,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,19.3,13.6,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,0.0
12/02/2018,February,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,22.4,11.2,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
17/02/2018,February,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,21.7,11.5,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
22/02/2018,February,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,23.8,15.1,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
27/02/2018,February,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,21.4,13.0,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,4.1
05/03/2018,March,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,20.3,15.4,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,3.0
10/03/2018,March,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,24.0,16.1,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
15/03/2018,March,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,25.2,17.4,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
20/03/2018,March,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,24.0,14.8,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
25/03/2018,March,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,25.2,16.7,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,0.0
30/03/2018,March,Winter,Dibrugarh / Mohanbari,AS,Dibrugarh,23.6,18.5,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.1
04/04/2018,April,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,27.3,19.2,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
09/04/2018,April,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,26.3,20.8,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,0.0
14/04/2018,April,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,20.5,18.0,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,14.0
19/04/2018,April,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,25.8,19.0,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
24/04/2018,April,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,25.6,17.8,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,15.0
29/04/2018,April,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,25.9,21.0,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
04/05/2018,May,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,27.4,20.64734214,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,2.0
09/05/2018,May,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,23.7,20.64734214,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,13.0
14/05/2018,May,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,27.2,19.7,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,0.3
19/05/2018,May,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,31.1,23.8,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
24/05/2018,May,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,28.6,23.8,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,23.9
29/05/2018,May,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,28.0,20.64734214,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,0.0
03/06/2018,June,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,30.2,24.4,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,1.0
13/06/2018,June,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,25.8,24.6,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,0.0
18/06/2018,June,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,26.3,23.0,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,18.0
23/06/2018,June,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,27.8,25.0,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,13.0
28/06/2018,June,Summer,Dibrugarh / Mohanbari,AS,Dibrugarh,26.9,23.4,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,22.1
03/07/2018,July,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,26.7,23.5,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,0.3
08/07/2018,July,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,27.8,25.4,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,51.1
13/07/2018,July,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,29.8,24.8,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,49.0
21/07/2018,July,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,30.1,23.8,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,15.0
27/07/2018,July,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,29.2,25.0,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,8.9
01/08/2018,August,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,28.5,20.64734214,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,2.0
06/08/2018,August,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,30.6,26.4,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,0.0
13/08/2018,August,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,30.1,26.0,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
21/08/2018,August,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,27.9,25.3,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,19.1
26/08/2018,August,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,27.6,25.4,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,1.0
31/08/2018,August,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,30.4,25.4,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,2.0
05/09/2018,September,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,30.9,26.8,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,0.0
10/09/2018,September,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,25.8,23.5,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,27.9
15/09/2018,September,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,27.9,24.1,31.2,9.432732381,1009.437663,110,27.4833,95.0167,4.1
23/09/2018,September,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,26.7,23.8,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,7.1
28/09/2018,September,Monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,28.1,22.7,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,2.0
03/10/2018,October,Post-monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,25.4,20.6,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,0.3
08/10/2018,October,Post-monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,24.5,20.0,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,13.0
13/10/2018,October,Post-monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,24.2,20.8,28.0,9.432732381,1009.437663,110,27.4833,95.0167,0.0
18/10/2018,October,Post-monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,25.3,20.64734214,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
23/10/2018,October,Post-monsoon,Dibrugarh / Mohanbari,AS,Dibrugarh,28.0,19.8,31.19538338,9.432732381,1009.437663,110,27.4833,95.0167,5.267532566
